sourceCommit,sourcePath,changeType,globalPath,existsInGlobal,alreadyEquivalent,subject,containsHebrew,containsIsraelSpecificLogic,localeSensitive,dependencyStatus,classification,exactReason,proposedAction,requiredTests
03f6acdb6a986dbee70b0e31b85630ea72a17953,utils/diagnostic-engine-v2/topic-taxonomy-bridge.js,M,utils/diagnostic-engine-v2/topic-taxonomy-bridge.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
03f6acdb6a986dbee70b0e31b85630ea72a17953,utils/topic-next-step-engine.js,M,utils/topic-next-step-engine.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,ADC_unit|ADC_p2|runtime_consumption
b272d58285bb2cd0653f0118a3e882f497f92f8c,components/parent-report-detailed-surface.jsx,M,components/parent-report-detailed-surface.jsx,true,false,cross-subject,false,false,true,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning-supabase/report-data-adapter.js,M,lib/learning-supabase/report-data-adapter.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/action-decision-executor.js,M,lib/learning/action-decision-executor.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/answer-evidence-contract.js,M,lib/learning/answer-evidence-contract.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/classifiers/classify-answer-evidence.js,A,lib/learning/classifiers/classify-answer-evidence.js,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/classifiers/english-typed-classifier.js,M,lib/learning/classifiers/english-typed-classifier.js,true,false,english,false,false,false,ok,D_subject_filtered,Touches english engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/classifiers/hebrew-typed-classifier.js,M,lib/learning/classifiers/hebrew-typed-classifier.js,false,false,hebrew,true,false,false,ok,F_israeli_only_skip,Subject hebrew is absent from global learning product,skip,none
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/classifiers/history-typed-classifier.js,A,lib/learning/classifiers/history-typed-classifier.js,false,false,history,false,false,false,ok,F_israeli_only_skip,Subject history is absent from global learning product,skip,none
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/classifiers/index.js,M,lib/learning/classifiers/index.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/classifiers/math-numeric-classifier.js,M,lib/learning/classifiers/math-numeric-classifier.js,true,false,math,false,false,false,ok,D_subject_filtered,Touches math engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/classifiers/mcq-distractor-classifier.js,M,lib/learning/classifiers/mcq-distractor-classifier.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/classifiers/moledet-typed-classifier.js,A,lib/learning/classifiers/moledet-typed-classifier.js,false,false,moledet-geography,false,true,false,israeli_master_absent,F_israeli_only_skip,Subject moledet-geography is absent from global learning product,skip,none
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/classifiers/science-typed-classifier.js,A,lib/learning/classifiers/science-typed-classifier.js,false,false,science,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/classifiers/write-time-answer-evidence.js,A,lib/learning/classifiers/write-time-answer-evidence.js,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/column-trace.js,A,lib/learning/column-trace.js,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/fraction-parse.js,A,lib/learning/fraction-parse.js,false,false,math,false,false,false,missing_on_global,D_subject_filtered,Subject-scoped change for math; module absent on global — port filtered to active global subjects,port_subject_slice_for_active_subjects,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/fuzzy-tolerance-core-ops.js,A,lib/learning/fuzzy-tolerance-core-ops.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/fuzzy-tolerance-english.js,A,lib/learning/fuzzy-tolerance-english.js,false,false,english,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/fuzzy-tolerance-fractions.js,A,lib/learning/fuzzy-tolerance-fractions.js,false,false,math,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/fuzzy-tolerance-geometry.js,A,lib/learning/fuzzy-tolerance-geometry.js,false,false,geometry,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/fuzzy-tolerance-hebrew.js,A,lib/learning/fuzzy-tolerance-hebrew.js,false,false,hebrew,true,false,false,ok,F_israeli_only_skip,Subject hebrew is absent from global learning product,skip,none
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/fuzzy-tolerance-history.js,A,lib/learning/fuzzy-tolerance-history.js,false,false,history,false,false,false,ok,F_israeli_only_skip,Subject history is absent from global learning product,skip,none
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/fuzzy-tolerance-humanities-shared.js,A,lib/learning/fuzzy-tolerance-humanities-shared.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/fuzzy-tolerance-moledet.js,A,lib/learning/fuzzy-tolerance-moledet.js,false,false,moledet-geography,false,true,false,israeli_master_absent,F_israeli_only_skip,Subject moledet-geography is absent from global learning product,skip,none
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/fuzzy-tolerance-muldiv.js,A,lib/learning/fuzzy-tolerance-muldiv.js,false,false,math,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/fuzzy-tolerance-science.js,A,lib/learning/fuzzy-tolerance-science.js,false,false,science,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/fuzzy-tolerance.js,A,lib/learning/fuzzy-tolerance.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/math-classifier-params.js,A,lib/learning/math-classifier-params.js,false,false,math,false,false,false,missing_on_global,D_subject_filtered,Subject-scoped change for math; module absent on global — port filtered to active global subjects,port_subject_slice_for_active_subjects,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/mcq-option-evidence-tagging.js,M,lib/learning/mcq-option-evidence-tagging.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/misconception-adaptive-routing.js,M,lib/learning/misconception-adaptive-routing.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/parent-report-evidence-pipeline.js,M,lib/learning/parent-report-evidence-pipeline.js,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/question-engine-metadata.js,M,lib/learning/question-engine-metadata.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/taxonomy-rule-primary-producers.js,M,lib/learning/taxonomy-rule-primary-producers.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/taxonomy-tag-normalizer.js,M,lib/learning/taxonomy-tag-normalizer.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/learning/taxonomy-tag-producer-registry.js,M,lib/learning/taxonomy-tag-producer-registry.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/parent-server/parent-report-parent-facing.server.js,M,lib/parent-server/parent-report-parent-facing.server.js,true,false,cross-subject,false,false,true,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,factual_closure_en|report_parity|chrome_mapping
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/parent-server/report-data-aggregate.server.js,M,lib/parent-server/report-data-aggregate.server.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/parent-server/report-payload-public-sanitize.js,M,lib/parent-server/report-payload-public-sanitize.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,lib/parent-ui/parent-report-approved-copy-he.js,M,lib/parent-ui/parent-report-approved-copy-he.js,true,false,cross-subject,true,false,true,ok,C_universal_with_locale_adaptation,"Hebrew parent-facing copy; global has English sibling layers (locales/en, parent-facing-error-pattern.js, burn-down packs)",port_meaning_into_english_i18n_not_hebrew_file,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,pages/api/learning/answer.js,M,pages/api/learning/answer.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,pages/learning/english-master.js,M,pages/learning/english-master.js,true,false,english,false,false,false,ok,D_subject_filtered,Touches english engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,pages/learning/geometry-master.js,M,pages/learning/geometry-master.js,true,false,geometry,false,false,false,ok,D_subject_filtered,Touches geometry engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,pages/learning/hebrew-master.js,M,pages/learning/hebrew-master.js,false,false,hebrew,true,false,false,israeli_master_absent,F_israeli_only_skip,Subject hebrew is absent from global learning product,skip,none
b272d58285bb2cd0653f0118a3e882f497f92f8c,pages/learning/history-master.js,M,pages/learning/history-master.js,false,false,history,false,false,false,israeli_master_absent,F_israeli_only_skip,Subject history is absent from global learning product,skip,none
b272d58285bb2cd0653f0118a3e882f497f92f8c,pages/learning/math-master.js,M,pages/learning/math-master.js,true,false,math,false,false,false,ok,D_subject_filtered,Touches math engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,pages/learning/moledet-geography-master.js,M,pages/learning/moledet-geography-master.js,false,false,moledet-geography,false,true,false,israeli_master_absent,F_israeli_only_skip,Subject moledet-geography is absent from global learning product,skip,none
b272d58285bb2cd0653f0118a3e882f497f92f8c,pages/learning/science-master.js,M,pages/learning/science-master.js,true,false,science,false,false,false,ok,D_subject_filtered,Touches science engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/action-decision-contract/action-decision-contract-v2.js,M,utils/action-decision-contract/action-decision-contract-v2.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/action-decision-contract/parent-action-decision-translations-he.js,M,utils/action-decision-contract/parent-action-decision-translations-he.js,false,false,cross-subject,true,false,true,missing_on_global,C_universal_with_locale_adaptation,"Hebrew parent-facing copy; global has English sibling layers (locales/en, parent-facing-error-pattern.js, burn-down packs)",port_meaning_into_english_i18n_not_hebrew_file,ADC_unit|ADC_p2|runtime_consumption
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/contracts/parent-product-contract-v1.js,M,utils/contracts/parent-product-contract-v1.js,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/detailed-parent-report.js,M,utils/detailed-parent-report.js,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/detailed-report-parent-letter-he.js,M,utils/detailed-report-parent-letter-he.js,true,false,cross-subject,true,false,true,ok,C_universal_with_locale_adaptation,"Hebrew parent-facing copy; global has English sibling layers (locales/en, parent-facing-error-pattern.js, burn-down packs)",port_meaning_into_english_i18n_not_hebrew_file,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/diagnostic-engine-v2/evidence-recurrence.js,M,utils/diagnostic-engine-v2/evidence-recurrence.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/diagnostic-engine-v2/extract-event-question-kind.js,A,utils/diagnostic-engine-v2/extract-event-question-kind.js,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/diagnostic-engine-v2/pattern-evidence-gate.js,A,utils/diagnostic-engine-v2/pattern-evidence-gate.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/diagnostic-engine-v2/run-diagnostic-engine-v2.js,M,utils/diagnostic-engine-v2/run-diagnostic-engine-v2.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/diagnostic-engine-v2/taxonomy-evidence-rules.js,M,utils/diagnostic-engine-v2/taxonomy-evidence-rules.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/diagnostic-engine-v2/taxonomy-math-topic-coverage.js,M,utils/diagnostic-engine-v2/taxonomy-math-topic-coverage.js,false,false,math,false,false,false,missing_on_global,D_subject_filtered,Subject-scoped change for math; module absent on global — port filtered to active global subjects,port_subject_slice_for_active_subjects,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/diagnostic-engine-v2/taxonomy-math.js,M,utils/diagnostic-engine-v2/taxonomy-math.js,true,false,math,false,false,false,ok,D_subject_filtered,Touches math engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/diagnostic-engine-v2/topic-taxonomy-bridge.js,M,utils/diagnostic-engine-v2/topic-taxonomy-bridge.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/diagnostic-evidence.js,M,utils/diagnostic-evidence.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,subject_classifier|taxonomy_e2e
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/math-question-generator.js,M,utils/math-question-generator.js,true,false,math,false,false,false,ok,D_subject_filtered,Touches math engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
b272d58285bb2cd0653f0118a3e882f497f92f8c,utils/math-student-answer-mode.js,A,utils/math-student-answer-mode.js,false,false,math,false,false,false,missing_on_global,D_subject_filtered,Subject-scoped change for math; module absent on global — port filtered to active global subjects,port_subject_slice_for_active_subjects,smoke_lpd_edc
313ad8359eb7b7c5124c43b91ca6ca97d03b0ab9,utils/learning-pattern-decision/build-learning-pattern-decision.js,M,utils/learning-pattern-decision/build-learning-pattern-decision.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
313ad8359eb7b7c5124c43b91ca6ca97d03b0ab9,utils/learning-pattern-decision/build-parent-report-engine-decision-contract.js,M,utils/learning-pattern-decision/build-parent-report-engine-decision-contract.js,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
313ad8359eb7b7c5124c43b91ca6ca97d03b0ab9,utils/learning-pattern-decision/build-parent-visible-finding.js,M,utils/learning-pattern-decision/build-parent-visible-finding.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
313ad8359eb7b7c5124c43b91ca6ca97d03b0ab9,utils/learning-pattern-decision/index.js,M,utils/learning-pattern-decision/index.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
313ad8359eb7b7c5124c43b91ca6ca97d03b0ab9,utils/learning-pattern-decision/lpd-parent-facing-copy.js,M,utils/learning-pattern-decision/lpd-parent-facing-copy.js,true,false,cross-subject,false,false,true,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,factual_closure_en|report_parity|chrome_mapping
313ad8359eb7b7c5124c43b91ca6ca97d03b0ab9,utils/learning-pattern-decision/parent-pattern-label.js,M,utils/learning-pattern-decision/parent-pattern-label.js,true,false,cross-subject,false,false,true,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
313ad8359eb7b7c5124c43b91ca6ca97d03b0ab9,utils/parent-report-engine-insights-he.js,M,utils/parent-report-engine-insights-he.js,true,false,cross-subject,true,false,true,ok,C_universal_with_locale_adaptation,"Hebrew parent-facing copy; global has English sibling layers (locales/en, parent-facing-error-pattern.js, burn-down packs)",port_meaning_into_english_i18n_not_hebrew_file,smoke_lpd_edc
d26669ae379b201fdcc7eca0f44deef2e29d60df,utils/learning-pattern-decision/build-parent-visible-finding.js,M,utils/learning-pattern-decision/build-parent-visible-finding.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
d0b64032d6b747edd18f2a27fe9901b46da99cb7,utils/detailed-parent-report.js,M,utils/detailed-parent-report.js,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
6bafc6225bf50fc47363db51e1476e4416515814,utils/learning-pattern-decision/lpd-parent-facing-copy.js,M,utils/learning-pattern-decision/lpd-parent-facing-copy.js,true,false,cross-subject,false,false,true,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,factual_closure_en|report_parity|chrome_mapping
01f3235cec58fcc700cce36f81e24714a5258b8e,lib/learning/fixtures/taxonomy-real-runtime-fixtures.js,M,lib/learning/fixtures/taxonomy-real-runtime-fixtures.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
01f3235cec58fcc700cce36f81e24714a5258b8e,lib/learning/p3b-real-topic-proof-registry.js,M,lib/learning/p3b-real-topic-proof-registry.js,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,smoke_lpd_edc
01f3235cec58fcc700cce36f81e24714a5258b8e,lib/learning/p3b-topic-closure-producers.js,M,lib/learning/p3b-topic-closure-producers.js,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,smoke_lpd_edc
01f3235cec58fcc700cce36f81e24714a5258b8e,lib/learning/taxonomy-rule-runtime-matrix.js,M,lib/learning/taxonomy-rule-runtime-matrix.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
01f3235cec58fcc700cce36f81e24714a5258b8e,tests/learning/english-diagnostic-eval.test.mjs,A,tests/learning/english-diagnostic-eval.test.mjs,false,false,english,false,false,false,missing_on_global,D_subject_filtered,Subject-scoped change for english; module absent on global — port filtered to active global subjects,port_subject_slice_for_active_subjects,smoke_lpd_edc
01f3235cec58fcc700cce36f81e24714a5258b8e,tests/learning/geometry-diagnostic-eval.test.mjs,A,tests/learning/geometry-diagnostic-eval.test.mjs,false,false,geometry,false,false,false,missing_on_global,D_subject_filtered,Subject-scoped change for geometry; module absent on global — port filtered to active global subjects,port_subject_slice_for_active_subjects,smoke_lpd_edc
01f3235cec58fcc700cce36f81e24714a5258b8e,tests/learning/hebrew-diagnostic-eval.test.mjs,A,tests/learning/hebrew-diagnostic-eval.test.mjs,false,false,hebrew,true,false,false,ok,F_israeli_only_skip,Subject hebrew is absent from global learning product,skip,none
01f3235cec58fcc700cce36f81e24714a5258b8e,tests/learning/history-diagnostic-eval.test.mjs,A,tests/learning/history-diagnostic-eval.test.mjs,false,false,history,false,false,false,ok,F_israeli_only_skip,Subject history is absent from global learning product,skip,none
01f3235cec58fcc700cce36f81e24714a5258b8e,tests/learning/moledet-diagnostic-eval.test.mjs,A,tests/learning/moledet-diagnostic-eval.test.mjs,false,false,moledet-geography,false,true,false,israeli_master_absent,F_israeli_only_skip,Subject moledet-geography is absent from global learning product,skip,none
01f3235cec58fcc700cce36f81e24714a5258b8e,tests/learning/producer-authority-p3b.test.mjs,M,tests/learning/producer-authority-p3b.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
01f3235cec58fcc700cce36f81e24714a5258b8e,tests/learning/science-diagnostic-eval.test.mjs,A,tests/learning/science-diagnostic-eval.test.mjs,false,false,science,false,false,false,missing_on_global,D_subject_filtered,Subject-scoped change for science; module absent on global — port filtered to active global subjects,port_subject_slice_for_active_subjects,smoke_lpd_edc
01f3235cec58fcc700cce36f81e24714a5258b8e,tests/learning/taxonomy-rule-falsification-matrix.test.mjs,M,tests/learning/taxonomy-rule-falsification-matrix.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,subject_classifier|taxonomy_e2e
01f3235cec58fcc700cce36f81e24714a5258b8e,tests/learning/taxonomy-rule-real-runtime-e2e.test.mjs,M,tests/learning/taxonomy-rule-real-runtime-e2e.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,subject_classifier|taxonomy_e2e
01f3235cec58fcc700cce36f81e24714a5258b8e,tests/learning/taxonomy-rule-synthetic-pipeline.test.mjs,M,tests/learning/taxonomy-rule-synthetic-pipeline.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,subject_classifier|taxonomy_e2e
503ca523c1324f91480dcced8a215a4fa629240c,lib/learning/fixtures/taxonomy-real-runtime-fixtures.js,M,lib/learning/fixtures/taxonomy-real-runtime-fixtures.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
